Monero,Dogecoin,Bitcoin
1.359089970588684,0.0001502130035078,134.0
2.051039934158325,0.0001155930003733,134.0500030517578
2.6177799701690674,0.0002046080044237,107.72000122070312
2.803299903869629,0.0003283029946032,92.28189849853516
2.312020063400269,0.0006617510225623,79.0999984741211
2.0652499198913574,0.0003542760096024,92.5
1.9061599969863887,0.0002796530025079,107.14299774169922
1.6765300035476685,0.0002935240045189,106.63999938964844
1.082900047302246,0.0004504809912759,97.6999969482422
1.4076999425888062,0.0005582980229519,109.5999984741211
1.535140037536621,0.0005434529739432,109.26000213623048
1.5993599891662598,0.00049691402819,111.5510025024414
1.6537599563598633,0.000457638001535,113.01000213623048
1.7117899656295776,0.0003989319957327,113.43499755859376
1.173449993133545,0.0004158719966653,114.5
1.2131500244140625,0.0004076710029039,110.25
1.2415399551391602,0.0004227829922456,103.5
1.2693400382995603,0.0003305620048195,112.1999969482422
1.307960033416748,0.0002926370070781,116.5709991455078
1.5328400135040283,0.0002559690037742,122.3000030517578
1.5263099670410156,0.0002466070000082,119.5709991455078
1.624690055847168,0.000226427000598,120.12000274658205
1.8760099411010744,0.0002197209978476,121.20999908447266
2.251749992370605,0.000203028001124,122.0
2.619329929351806,0.0002121750003425,123.0999984741211
2.722219944000244,0.0002405029954388,125.71900177001952
2.45809006690979,0.0003341099945828,128.89999389648438
2.6810100078582764,0.000322720996337,130.61500549316406
3.122900009155273,0.0002601979940664,124.6999969482422
4.137810230255127,0.0002759259950835,125.5999984741211
4.018519878387451,0.0003411080106161,127.66200256347656
3.765490055084229,0.0003704669943545,127.0
2.955169916152954,0.0003755250072572,126.4000015258789
2.6332600116729736,0.0004161960096098,127.1989974975586
2.804800033569336,0.0005780960200354,115.0500030517578
2.0723299980163574,0.0006851429934613,116.0
2.247869968414306,0.0012522999895736,119.0999984741211
2.2642900943756104,0.0013648200547322,119.89900207519533
2.438750028610229,0.0014964600559324,117.25
2.337980031967163,0.0016311299987137,106.41999816894533
2.2567899227142334,0.0017499499954283,107.3000030517578
2.2344601154327397,0.0014982400462031,88.5
2.5411500930786133,0.0012187999673187,95.0019989013672
2.435270071029663,0.0012227500556036,104.0
2.2879600524902344,0.0013456899905577,106.73400115966795
1.948330044746399,0.0014438700163736,100.52999877929688
1.9691599607467647,0.0015085800550878,98.0
1.9855300188064573,0.0014570199418812,98.0
1.863360047340393,0.0010890699923038,98.94660186767578
1.7196999788284302,0.0012268800055608,99.0
1.7206799983978271,0.0011215299600735,101.03299713134766
1.4625999927520752,0.0011616899864748,105.75499725341795
1.6212999820709229,0.0012793899513781,107.5
1.7877399921417236,0.0010463099461048,107.68499755859376
2.049269914627075,0.0010583000257611,107.51399993896484
2.6386001110076904,0.0010559200309216,106.23400115966795
2.455090045928955,0.0010793299879878,100.9800033569336
2.544349908828736,0.0013848399976268,101.01000213623048
2.584630012512207,0.0017467800062149,102.79199981689452
2.647289991378784,0.0015719400253146,101.0999984741211
3.0129799842834477,0.0014593499945476,92.33300018310548
2.8369901180267334,0.0013700099661946,93.0
2.284749984741211,0.0013659499818459,94.22229766845705
2.310539960861206,0.0013332100352272,86.29720306396484
2.5142900943756104,0.0013102700468152,87.51000213623047
2.450040102005005,0.0013436099980026,76.97920227050781
2.421180009841919,0.0012116399593651,72.0
2.564229965209961,0.0011300799669697,65.5260009765625
2.5002601146698,0.0011927699670195,66.81999969482422
2.4852499961853027,0.0011731099803,66.62000274658203
2.493520021438598,0.0010582900140434,72.5999984741211
2.497999906539917,0.0008227420039474,72.5199966430664
2.2509799003601074,0.0009837449761107,76.19999694824219
1.9872000217437744,0.0011215900303795,85.07990264892578
1.9785200357437132,0.0010662500280886,88.16600036621094
2.1283299922943115,0.0010412200354039,88.06220245361328
2.0991199016571045,0.000953220995143,92.86000061035156
2.111999988555908,0.0009068680228665,93.11000061035156
2.081739902496338,0.0010114699834957,96.1416015625
1.9878100156784055,0.0010085500543937,96.18000030517578
1.93326997756958,0.0010001700138673,86.19999694824219
1.970020055770874,0.0009214790188707,87.80000305175781
1.83433997631073,0.0008334119920618,89.27110290527344
1.688099980354309,0.0008207160281017,88.0
1.5158400535583496,0.0007782090106047,90.07540130615234
1.4944700002670288,0.0006646150141023,91.5999984741211
1.42044997215271,0.0007467260002158,93.0
1.3449599742889404,0.0008488760213367,93.8656997680664
1.3899600505828855,0.0008555660024285,96.0
1.6105999946594238,0.0008352069999091,93.0
1.775670051574707,0.0008192380191758,94.0
1.7530200481414795,0.0007570200250484,98.45500183105467
1.725759983062744,0.0007573660113848,100.47000122070312
1.8094799518585205,0.0007659060065634,103.87999725341795
1.891350030899048,0.0007214240031316,103.01100158691406
1.901250004768372,0.0006431260262615,101.21099853515624
1.935829997062683,0.0006799100083298,102.0019989013672
1.997230052947998,0.0006715710042044,103.52300262451172
2.139349937438965,0.0006998369935899,105.0
2.1915900707244877,0.0006442550220526,105.55699920654295
2.09945011138916,0.0006373440264724,106.75
1.969349980354309,0.0004668580077122,101.26000213623048
1.8922100067138672,0.0004432389978319,101.93499755859376
1.8973900079727173,0.0005207959911786,102.41000366210938
1.884220004081726,0.0005203110049478,102.75499725341795
1.857740044593811,0.000495989981573,103.5
1.896329998970032,0.0005024289712309,104.6500015258789
1.8410099744796755,0.0004212849889881,108.0009994506836
1.788290023803711,0.0003853589878417,109.0
1.748610019683838,0.0004306150076445,108.51699829101562
1.7635999917984009,0.0004362429899629,108.2249984741211
1.9193899631500244,0.0004527530109044,112.0
1.8241699934005735,0.0004489840066526,111.77100372314452
1.789989948272705,0.0004428279935382,117.50800323486328
1.7946900129318235,0.000437062990386,119.68199920654295
1.8084299564361568,0.0003471910022199,120.5999984741211
1.8331700563430784,0.0003407759941183,118.44400024414062
1.64792001247406,0.0004173530032858,118.0199966430664
1.5047600269317627,0.0003760620020329,119.16999816894533
1.3760199546813965,0.0003841959987767,119.93000030517578
1.1744600534439087,0.0004569219890981,120.06999969482422
1.1749500036239624,0.0005898909876123,122.62000274658205
1.214229941368103,0.000617369019892,122.20999908447266
1.225659966468811,0.0005939570255577,120.98999786376952
1.4486000537872314,0.0006023360183462,132.72000122070312
1.392549991607666,0.0006259480142034,134.80999755859375
1.3197400569915771,0.0006138139870017,134.88999938964844
1.2798199653625488,0.0005880239768885,133.0
1.2077399492263794,0.0005506440065801,123.61000061035156
1.1424599885940552,0.0005510720075108,121.83000183105467
1.1422100067138672,0.0004464570083655,119.1500015258789
1.1713199615478516,0.0004605420108418,118.45999908447266
1.178699970245361,0.0004374519921839,120.48999786376952
1.0660500526428225,0.0004286589974071,119.75
0.9664090275764464,0.0004783349868375,125.9000015258789
0.7867680191993713,0.0004705539904534,123.2699966430664
0.8054450154304504,0.0004968729917891,131.80999755859375
0.9006900191307068,0.0004779000009875,132.27000427246094
0.9490839838981628,0.0004571049939841,128.8699951171875
1.0492099523544312,0.0004518739879131,128.25999450683594
1.0416500568389893,0.0004213349893689,129.77000427246094
1.0612900257110596,0.0004431630077306,124.88999938964844
1.0374799966812134,0.0004569650045596,130.5399932861328
1.0201300382614136,0.0004666550084948,128.4499969482422
1.0685299634933472,0.0004675789969041,126.68000030517578
0.9110029935836792,0.0004720200086012,126.23999786376952
0.918340027332306,0.0004507040139287,126.58999633789062
0.9188569784164428,0.0004518459900282,125.66000366210938
0.9481080174446106,0.0004482110089156,125.38999938964844
0.958881974220276,0.0004489760030992,127.33000183105467
0.9168239831924438,0.0004489709972403,127.31999969482422
0.932976007461548,0.0004464350058697,128.49000549316406
0.9427469968795776,0.0004486349935177,132.55999755859375
